Index,id,member_id,loan_amnt,grade,sub_grade,home_ownership,annual_inc,verification_status,issue_d,loan_status,addr_state,int_rate
31502,866486,1079950,4650,B,B1,RENT,22392,Verified,01-09-2011,Fully Paid,PA,9.99%
31503,866493,1079957,7500,B,B1,RENT,30000,Source Verified,01-09-2011,Charged Off,CA,9.99%
31504,866506,1080024,15000,D,D3,RENT,50004,Not Verified,01-09-2011,Charged Off,PA,16.49%
31505,866520,1079899,2800,C,C1,MORTGAGE,129996,Verified,01-09-2011,Fully Paid,PA,12.99%
31506,866531,1079911,14675,C,C1,RENT,38004,Verified,01-09-2011,Fully Paid,FL,12.99%
31507,866538,1079969,16800,A,A1,MORTGAGE,115000,Verified,01-09-2011,Fully Paid,MN,5.42%
31508,866551,1079988,3000,A,A4,MORTGAGE,110400,Not Verified,01-09-2011,Fully Paid,IL,7.49%
31509,866572,1080045,15300,A,A4,MORTGAGE,40000,Verified,01-10-2011,Fully Paid,AZ,7.90%
31510,866587,1080061,10000,A,A5,RENT,35000,Not Verified,01-09-2011,Fully Paid,CO,8.49%
31511,866594,1080119,8000,B,B1,MORTGAGE,100000,Not Verified,01-09-2011,Fully Paid,NY,9.99%
31512,866635,1080076,16000,B,B5,RENT,96000,Verified,01-09-2011,Fully Paid,CA,11.99%
31513,866671,1080169,4800,A,A5,RENT,33600,Verified,01-09-2011,Fully Paid,DC,8.49%
31514,866699,1080206,15000,B,B5,MORTGAGE,88712,Source Verified,01-09-2011,Fully Paid,CA,11.99%
31515,866711,1080269,8500,B,B2,MORTGAGE,49000,Not Verified,01-09-2011,Fully Paid,UT,10.59%
31516,866746,1080233,20000,A,A3,RENT,162000,Verified,01-09-2011,Fully Paid,CA,6.99%
31517,866786,1080299,22250,G,G4,RENT,95000,Verified,01-09-2011,Fully Paid,CA,23.22%
31518,866795,1080308,35000,B,B4,RENT,165000,Verified,01-09-2011,Fully Paid,NY,11.49%
31519,866812,1080252,25600,A,A2,MORTGAGE,192000,Verified,01-09-2011,Fully Paid,MO,5.99%
31520,866814,1080254,4600,C,C4,RENT,30000,Source Verified,01-09-2011,Fully Paid,GA,14.79%
31521,866837,1080330,10000,C,C1,RENT,42000,Not Verified,01-09-2011,Fully Paid,NY,12.99%
31522,866840,1080333,13500,A,A5,MORTGAGE,117500,Not Verified,01-09-2011,Fully Paid,FL,8.49%
31523,866870,1080387,12000,C,C4,RENT,25536,Verified,01-09-2011,Fully Paid,CA,14.79%
31524,866873,1080392,6225,B,B3,RENT,63250,Not Verified,01-09-2011,Fully Paid,AK,10.99%
31525,866894,1080466,1000,A,A2,MORTGAGE,115000,Source Verified,01-08-2011,Fully Paid,OH,5.99%
31526,866923,1080423,14600,F,F4,RENT,61200,Not Verified,01-09-2011,Fully Paid,CA,21.36%
31527,866933,1080437,15000,C,C2,MORTGAGE,107000,Not Verified,01-09-2011,Fully Paid,VA,13.49%
31528,866943,1080450,8600,D,D2,MORTGAGE,42100,Source Verified,01-09-2011,Fully Paid,FL,15.99%
31529,866954,1080513,30000,D,D1,MORTGAGE,200000,Source Verified,01-09-2011,Fully Paid,CA,15.62%
31530,866970,1080495,4200,C,C1,OWN,35000,Not Verified,01-08-2011,Fully Paid,MN,12.99%
31531,866975,1080501,25000,B,B2,MORTGAGE,88000,Source Verified,01-09-2011,Fully Paid,TX,10.59%
31532,867000,1080578,20000,B,B3,MORTGAGE,172000,Source Verified,01-11-2011,Fully Paid,CO,11.71%
31533,867052,1080622,2500,A,A4,RENT,119004,Not Verified,01-09-2011,Fully Paid,CA,7.49%
31534,867069,1080603,5000,B,B3,MORTGAGE,70000,Verified,01-10-2011,Fully Paid,CA,11.71%
31535,867150,1080732,35000,D,D2,MORTGAGE,97000,Verified,01-09-2011,Fully Paid,NJ,15.99%
31536,867178,1080775,12000,A,A2,RENT,48400,Source Verified,01-09-2011,Fully Paid,CA,6.62%
31537,867191,1080792,20000,A,A5,MORTGAGE,63000,Verified,01-09-2011,Fully Paid,IL,8.49%
31538,867194,1080795,35000,D,D5,MORTGAGE,190000,Verified,01-09-2011,Fully Paid,CA,17.49%
31539,867207,1080812,6000,A,A5,MORTGAGE,100000,Not Verified,01-09-2011,Fully Paid,NJ,8.49%
31540,867209,1080864,13000,A,A1,MORTGAGE,102000,Source Verified,01-09-2011,Fully Paid,SC,5.42%
31541,867266,1080872,20000,B,B5,MORTGAGE,65000,Verified,01-09-2011,Fully Paid,MD,11.99%
31542,867278,1080888,16000,B,B5,MORTGAGE,69600,Verified,01-09-2011,Fully Paid,CO,11.99%
31543,867290,1080900,3700,A,A3,RENT,48000,Not Verified,01-09-2011,Fully Paid,MA,6.99%
31544,867295,1080905,20000,D,D3,MORTGAGE,58500,Verified,01-09-2011,Charged Off,SD,16.49%
31545,867296,1080906,35000,B,B4,MORTGAGE,170000,Source Verified,01-09-2011,Current,OH,11.49%
31546,867325,1080919,5000,A,A3,RENT,21648,Not Verified,01-09-2011,Fully Paid,TX,6.99%
31547,867339,1080936,6750,B,B3,MORTGAGE,60000,Source Verified,01-09-2011,Fully Paid,VA,10.99%
31548,867354,1080950,25000,B,B5,MORTGAGE,74000,Verified,01-09-2011,Fully Paid,TX,12.69%
31549,867360,1080956,9000,A,A1,MORTGAGE,77000,Not Verified,01-10-2011,Fully Paid,MN,6.03%
31550,867370,1080982,2500,D,D2,MORTGAGE,60000,Source Verified,01-08-2011,Fully Paid,NY,15.99%
31551,867387,1081003,14000,B,B3,MORTGAGE,125000,Not Verified,01-09-2011,Fully Paid,TX,10.99%
31552,867392,1081008,5000,B,B4,RENT,30000,Not Verified,01-09-2011,Fully Paid,WA,11.49%
31553,867393,1081009,24925,B,B5,MORTGAGE,45000,Verified,01-09-2011,Charged Off,PA,11.99%
31554,867397,1081063,25000,E,E4,RENT,80000,Verified,01-09-2011,Current,CA,19.29%
31555,867399,1081065,10175,C,C1,RENT,158000,Not Verified,01-09-2011,Charged Off,CA,12.99%
31556,867403,1081069,8000,C,C3,OWN,150000,Not Verified,01-09-2011,Fully Paid,LA,13.99%
31557,867416,1080962,15000,F,F4,RENT,40000,Verified,01-09-2011,Charged Off,AZ,21.36%
31558,867417,1081013,20000,B,B5,OWN,58000,Verified,01-09-2011,Fully Paid,CA,11.99%
31559,867418,1081014,6200,A,A2,MORTGAGE,76800,Not Verified,01-09-2011,Fully Paid,NC,5.99%
31560,867425,1081021,20000,A,A5,MORTGAGE,51000,Verified,01-09-2011,Fully Paid,NH,8.49%
31561,867431,1081029,4800,A,A2,MORTGAGE,20000,Verified,01-09-2011,Fully Paid,MA,5.99%
31562,867442,1081042,6000,A,A1,MORTGAGE,92259,Source Verified,01-09-2011,Fully Paid,NJ,5.42%
31563,867445,1081046,5000,A,A3,RENT,39000,Not Verified,01-09-2011,Fully Paid,NY,6.99%
31564,867449,1081050,3825,A,A1,RENT,85000,Not Verified,01-09-2011,Fully Paid,CA,5.42%
31565,867485,1081103,5000,A,A4,MORTGAGE,42000,Not Verified,01-09-2011,Fully Paid,TX,7.49%
31566,867495,1081165,20000,A,A4,MORTGAGE,180000,Source Verified,01-09-2011,Fully Paid,NJ,7.49%
31567,867508,1081164,8500,A,A5,RENT,27000,Verified,01-09-2011,Charged Off,NJ,8.49%
31568,867529,1081136,14750,B,B3,RENT,38496,Verified,01-09-2011,Charged Off,AZ,11.71%
31569,867531,1081138,35000,B,B4,MORTGAGE,144000,Verified,01-09-2011,Current,IL,11.49%
31570,867565,1081186,7200,A,A4,RENT,18200,Verified,01-09-2011,Fully Paid,CA,7.49%
31571,867569,1081190,27000,E,E2,RENT,73992,Verified,01-09-2011,Charged Off,CA,18.39%
31572,867595,1081266,10000,D,D2,RENT,72000,Not Verified,01-09-2011,Fully Paid,NY,15.99%
31573,867616,1081228,7800,D,D2,OWN,50000,Source Verified,01-09-2011,Fully Paid,NY,15.99%
31574,867618,1081230,4000,E,E4,RENT,71000,Not Verified,01-09-2011,Charged Off,PA,19.29%
31575,867640,1081252,19200,D,D3,MORTGAGE,135000,Verified,01-09-2011,Fully Paid,OK,16.49%
31576,867657,1081319,35000,E,E2,MORTGAGE,125000,Verified,01-09-2011,Fully Paid,GA,18.39%
31577,867685,1081306,35000,E,E3,MORTGAGE,124500,Verified,01-09-2011,Charged Off,NV,18.79%
31578,867690,1081312,11000,B,B3,MORTGAGE,80000,Not Verified,01-09-2011,Fully Paid,SC,10.99%
31579,867692,1081364,35000,E,E2,MORTGAGE,80000,Source Verified,01-09-2011,Fully Paid,CA,18.39%
31580,867695,1081367,6000,A,A1,RENT,24000,Not Verified,01-09-2011,Fully Paid,NJ,5.42%
31581,867707,1081380,9200,C,C3,RENT,46572,Source Verified,01-09-2011,Fully Paid,NY,13.99%
31582,867710,1070987,35000,B,B5,MORTGAGE,74000,Verified,01-09-2011,Fully Paid,TX,11.99%
31583,867717,1081330,11400,B,B2,MORTGAGE,118000,Source Verified,01-09-2011,Fully Paid,TX,10.59%
31584,867728,1081342,35000,B,B3,MORTGAGE,75000,Verified,01-09-2011,Fully Paid,MO,10.99%
31585,867729,1081343,20400,E,E2,RENT,61173,Verified,01-09-2011,Fully Paid,VA,18.39%
31586,867738,1081353,1000,B,B4,RENT,56000,Not Verified,01-09-2011,Fully Paid,CA,11.49%
31587,867756,1017596,35000,G,G2,MORTGAGE,110000,Verified,01-09-2011,Charged Off,TX,22.48%
31588,867771,1081397,1200,C,C3,RENT,36000,Not Verified,01-09-2011,Fully Paid,NV,13.99%
31589,867780,1081409,4500,A,A5,RENT,60000,Not Verified,01-08-2011,Charged Off,NY,8.49%
31590,867802,1081482,12000,C,C1,RENT,81500,Not Verified,01-09-2011,Current,NY,12.99%
31591,867808,1081489,5000,D,D5,OWN,42000,Not Verified,01-09-2011,Fully Paid,MI,17.49%
31592,867809,1081487,18500,A,A4,RENT,75000,Source Verified,01-09-2011,Fully Paid,IL,7.49%
31593,867821,1066059,28000,B,B5,MORTGAGE,128000,Verified,01-09-2011,Fully Paid,CA,11.99%
31594,867826,1081444,32000,C,C2,MORTGAGE,120000,Verified,01-09-2011,Charged Off,TX,13.49%
31595,867829,1081448,15000,D,D3,MORTGAGE,66000,Not Verified,01-09-2011,Charged Off,MI,16.49%
31596,867836,1081457,18250,A,A4,MORTGAGE,37000,Verified,01-09-2011,Fully Paid,SC,7.49%
31597,867848,1081569,3000,A,A2,OWN,16620,Verified,01-09-2011,Fully Paid,DE,5.99%
31598,867853,1081573,6000,A,A5,MORTGAGE,33996,Not Verified,01-09-2011,Fully Paid,FL,8.49%
31599,867857,1081577,30000,B,B4,MORTGAGE,120000,Source Verified,01-09-2011,Fully Paid,IL,11.49%
31600,867863,1081493,13000,A,A4,MORTGAGE,65000,Not Verified,01-09-2011,Current,NY,7.49%
31601,867869,1081502,1400,A,A2,MORTGAGE,92000,Not Verified,01-08-2011,Fully Paid,NJ,5.99%
31602,867871,1081504,21000,C,C3,MORTGAGE,72000,Source Verified,01-10-2011,Current,LA,14.65%
31603,867876,1081513,2500,C,C1,RENT,46072,Not Verified,01-09-2011,Charged Off,CA,12.99%
31604,867879,1081514,14400,B,B4,RENT,45000,Source Verified,01-09-2011,Charged Off,PA,11.49%
31605,867884,1081522,7300,A,A5,RENT,96000,Not Verified,01-09-2011,Fully Paid,IL,8.49%
31606,867893,1081535,14300,D,D3,RENT,85000,Verified,01-09-2011,Charged Off,MD,16.49%
31607,867909,1081555,29600,C,C2,OWN,56948,Source Verified,01-09-2011,Fully Paid,NC,13.49%
31608,867968,1081617,21000,B,B3,MORTGAGE,127000,Source Verified,01-09-2011,Fully Paid,TX,10.99%
31609,867974,1081623,14000,B,B4,RENT,76500,Not Verified,01-09-2011,Fully Paid,VA,11.49%
31610,867979,1081630,10000,B,B4,OWN,38400,Source Verified,01-09-2011,Charged Off,MD,11.49%
31611,867996,1081648,22350,B,B2,MORTGAGE,55000,Source Verified,01-09-2011,Current,MD,10.59%
31612,868007,1081659,28000,A,A4,MORTGAGE,75600,Source Verified,01-09-2011,Fully Paid,CO,7.49%
31613,868012,1056855,4800,F,F5,OWN,48960,Source Verified,01-09-2011,Charged Off,VA,21.74%
31614,868017,1081696,25000,B,B5,RENT,52000,Verified,01-09-2011,Fully Paid,NY,11.99%
31615,868024,1081704,2000,C,C1,MORTGAGE,51024,Source Verified,01-09-2011,Fully Paid,NY,12.99%
31616,868027,1081707,4800,B,B3,MORTGAGE,95000,Verified,01-09-2011,Fully Paid,DE,10.99%
31617,868042,1081772,4000,B,B2,MORTGAGE,37000,Not Verified,01-09-2011,Fully Paid,MD,10.59%
31618,868075,1081729,12600,B,B5,RENT,54000,Not Verified,01-09-2011,Charged Off,CA,11.99%
31619,868103,1081815,12500,A,A1,RENT,182500,Verified,01-09-2011,Fully Paid,NJ,5.42%
31620,868112,1081824,5000,B,B2,OWN,42000,Not Verified,01-09-2011,Fully Paid,CA,10.59%
31621,868126,1081839,5600,B,B4,MORTGAGE,60000,Not Verified,01-10-2011,Fully Paid,TX,12.42%
31622,868133,1081847,5000,B,B2,MORTGAGE,65000,Not Verified,01-09-2011,Fully Paid,UT,10.59%
31623,868135,1081849,11300,B,B1,MORTGAGE,31000,Source Verified,01-09-2011,Fully Paid,TX,9.91%
31624,868146,1081860,26400,B,B2,MORTGAGE,125000,Verified,01-09-2011,Fully Paid,TX,10.59%
31625,868157,1081971,20000,B,B4,OWN,80000,Verified,01-09-2011,Current,IL,11.49%
31626,868166,1081797,10500,E,E2,MORTGAGE,80000,Not Verified,01-09-2011,Fully Paid,OH,18.39%
31627,868171,1067582,16000,C,C1,RENT,48000,Source Verified,01-09-2011,Current,CA,12.99%
31628,868212,1081899,6800,A,A1,RENT,124000,Not Verified,01-10-2011,Fully Paid,VA,6.03%
31629,868215,1081902,24000,A,A2,MORTGAGE,70000,Verified,01-09-2011,Fully Paid,LA,5.99%
31630,868217,1081904,13500,A,A4,RENT,64402,Source Verified,01-09-2011,Fully Paid,NY,7.49%
31631,868224,1081912,9500,A,A4,RENT,40000,Verified,01-09-2011,Fully Paid,VA,7.49%
31632,868228,1081917,28000,B,B1,RENT,150000,Source Verified,01-09-2011,Fully Paid,NY,9.99%
31633,868236,1081925,10000,A,A2,RENT,84000,Not Verified,01-09-2011,Fully Paid,FL,5.99%
31634,868255,1081945,14400,E,E4,OWN,150000,Source Verified,01-09-2011,Fully Paid,NY,19.29%
31635,868268,1081984,5600,A,A1,MORTGAGE,70000,Source Verified,01-09-2011,Fully Paid,FL,5.42%
31636,868274,1081991,2500,B,B2,RENT,33000,Source Verified,01-09-2011,Fully Paid,VA,10.59%
31637,868277,1081995,17000,B,B4,RENT,48000,Not Verified,01-09-2011,Fully Paid,UT,11.49%
31638,868280,1081999,2400,A,A2,RENT,23000,Source Verified,01-09-2011,Fully Paid,NM,5.99%
31639,868293,1082063,5000,A,A5,MORTGAGE,105000,Not Verified,01-09-2011,Current,MD,8.49%
31640,868303,1082073,30000,A,A4,MORTGAGE,84000,Verified,01-09-2011,Fully Paid,NC,7.90%
31641,868305,1049555,4200,A,A1,MORTGAGE,75000,Source Verified,01-09-2011,Fully Paid,NY,5.42%
31642,868348,1082046,19425,B,B5,RENT,54000,Verified,01-09-2011,Fully Paid,WA,11.99%
31643,868355,1082053,7000,A,A1,MORTGAGE,93000,Not Verified,01-09-2011,Fully Paid,PA,5.42%
31644,868369,1082090,12000,A,A5,RENT,65000,Not Verified,01-09-2011,Fully Paid,CT,8.49%
31645,868392,1082166,7000,B,B3,RENT,30000,Not Verified,01-09-2011,Charged Off,AL,10.99%
31646,868396,1082172,4000,E,E3,RENT,72000,Source Verified,01-09-2011,Fully Paid,FL,18.79%
31647,868411,1082191,11000,A,A1,MORTGAGE,105000,Verified,01-09-2011,Fully Paid,WI,5.42%
31648,868413,1082114,30000,C,C2,RENT,46000,Verified,01-09-2011,Fully Paid,DC,13.49%
31649,868417,1082118,8000,D,D2,RENT,143400,Verified,01-09-2011,Fully Paid,FL,15.99%
31650,868438,1082144,13000,D,D2,RENT,120000,Not Verified,01-09-2011,Charged Off,MD,15.99%
31651,868443,1082151,3200,A,A1,MORTGAGE,63996,Not Verified,01-09-2011,Fully Paid,DE,5.42%
31652,868458,1082216,5200,C,C5,MORTGAGE,35000,Verified,01-09-2011,Fully Paid,AR,15.23%
31653,868500,1082262,8000,A,A3,MORTGAGE,93000,Source Verified,01-09-2011,Fully Paid,FL,6.99%
31654,868512,1044183,16800,B,B5,MORTGAGE,140000,Verified,01-09-2011,Fully Paid,CA,11.99%
31655,868539,1082271,15000,A,A5,RENT,47000,Verified,01-09-2011,Fully Paid,CA,8.49%
31656,868540,1082272,35000,C,C1,MORTGAGE,155000,Verified,01-09-2011,Fully Paid,GA,12.99%
31657,868543,1082275,15000,C,C4,MORTGAGE,32976,Not Verified,01-11-2011,Charged Off,PA,15.27%
31658,868562,1082324,20000,B,B5,MORTGAGE,55800,Verified,01-09-2011,Fully Paid,FL,11.99%
31659,868570,1082333,14125,C,C1,MORTGAGE,44400,Verified,01-09-2011,Fully Paid,MO,12.99%
31660,868573,1082337,21750,E,E3,MORTGAGE,47000,Verified,01-09-2011,Fully Paid,TX,18.79%
31661,868580,1082344,20000,B,B1,MORTGAGE,87500,Verified,01-09-2011,Fully Paid,FL,9.99%
31662,868590,1082355,19000,C,C2,MORTGAGE,115000,Verified,01-09-2011,Fully Paid,CA,13.49%
31663,868596,1082362,15000,B,B4,MORTGAGE,109000,Verified,01-09-2011,Fully Paid,CA,11.49%
31664,868619,1082301,2200,B,B4,MORTGAGE,50123,Not Verified,01-09-2011,Fully Paid,TX,11.49%
31665,868624,1082308,25000,B,B3,MORTGAGE,110004,Source Verified,01-09-2011,Fully Paid,IL,10.99%
31666,868669,1063033,1325,C,C4,RENT,51500,Source Verified,01-09-2011,Fully Paid,NY,14.79%
31667,868685,1082472,20000,B,B2,MORTGAGE,98000,Verified,01-09-2011,Fully Paid,IL,10.59%
31668,868702,1082491,3700,A,A2,MORTGAGE,70000,Not Verified,01-09-2011,Fully Paid,CT,5.99%
31669,868715,1082433,6500,B,B3,MORTGAGE,55000,Not Verified,01-09-2011,Fully Paid,CA,10.99%
31670,868716,1082434,4000,A,A1,RENT,65000,Not Verified,01-09-2011,Fully Paid,AZ,5.42%
31671,868759,1082531,20000,B,B2,RENT,39150,Verified,01-09-2011,Fully Paid,NY,10.59%
31672,868784,1082576,6000,B,B4,OWN,35000,Not Verified,01-09-2011,Charged Off,MD,11.49%
31673,868797,1082589,1000,C,C5,MORTGAGE,72000,Source Verified,01-09-2011,Fully Paid,CA,15.23%
31674,868830,1082559,6000,B,B1,RENT,40000,Verified,01-09-2011,Fully Paid,SC,9.91%
31675,868836,1082666,9000,B,B2,RENT,72500,Source Verified,01-09-2011,Fully Paid,OR,10.59%
31676,868847,1082678,9000,B,B1,MORTGAGE,51000,Verified,01-09-2011,Fully Paid,MD,9.99%
31677,868853,1082687,9600,B,B4,MORTGAGE,126000,Verified,01-09-2011,Fully Paid,NV,11.49%
31678,868862,1082606,4200,D,D5,RENT,60000,Verified,01-09-2011,Charged Off,NV,17.49%
31679,868879,1082513,8000,A,A1,MORTGAGE,90000,Not Verified,01-09-2011,Fully Paid,CA,5.42%
31680,868932,1082718,35000,D,D3,MORTGAGE,106000,Verified,01-09-2011,Fully Paid,IL,16.49%
31681,868936,1082722,6475,A,A3,RENT,92000,Source Verified,01-09-2011,Charged Off,NM,6.99%
31682,868937,1082723,4800,B,B3,OWN,120000,Source Verified,01-09-2011,Fully Paid,NJ,10.99%
31683,868942,1082728,25875,F,F4,RENT,60000,Verified,01-10-2011,Charged Off,TX,22.06%
31684,868943,1082729,6400,A,A5,RENT,62758,Source Verified,01-09-2011,Fully Paid,MA,8.49%
31685,868961,1082748,7500,B,B3,MORTGAGE,71500,Not Verified,01-09-2011,Fully Paid,IL,10.99%
31686,868972,1082777,16000,C,C1,MORTGAGE,100000,Verified,01-09-2011,Fully Paid,NY,12.99%
31687,869064,1082878,3000,B,B5,MORTGAGE,50496,Not Verified,01-09-2011,Fully Paid,SC,11.99%
31688,869068,1082880,28000,B,B5,MORTGAGE,133000,Verified,01-09-2011,Fully Paid,CA,11.99%
31689,869076,1064045,6000,A,A4,MORTGAGE,97000,Not Verified,01-09-2011,Fully Paid,NV,7.49%
31690,869079,1082892,19600,D,D3,RENT,50400,Source Verified,01-09-2011,Fully Paid,CT,16.49%
31691,869113,1082859,15000,D,D5,RENT,40000,Verified,01-09-2011,Charged Off,CT,17.49%
31692,869119,1083016,8000,A,A2,MORTGAGE,79000,Not Verified,01-09-2011,Fully Paid,GA,5.99%
31693,869138,1083035,4800,B,B5,RENT,29004,Source Verified,01-09-2011,Current,MD,11.99%
31694,869148,1083045,10000,B,B1,RENT,39581,Source Verified,01-09-2011,Fully Paid,CA,9.99%
31695,869157,1083055,14800,A,A4,RENT,28800,Source Verified,01-09-2011,Fully Paid,NY,7.49%
31696,869165,1082981,9000,A,A1,RENT,59520,Source Verified,01-09-2011,Fully Paid,CA,5.42%
31697,869178,1082994,6000,A,A1,OWN,24000,Verified,01-09-2011,Fully Paid,OH,5.42%
31698,869179,1082993,3500,A,A4,MORTGAGE,63000,Not Verified,01-09-2011,Fully Paid,PA,7.49%
31699,869186,1083001,32400,G,G3,OWN,63000,Verified,01-09-2011,Charged Off,MD,22.85%
31700,869188,1083003,14000,C,C1,MORTGAGE,110000,Source Verified,01-09-2011,Fully Paid,VA,12.99%
31701,869189,1083004,5500,A,A4,MORTGAGE,34200,Not Verified,01-09-2011,Fully Paid,FL,7.49%
31702,869280,1083130,8000,C,C1,RENT,40000,Not Verified,01-09-2011,Fully Paid,OR,12.99%
31703,869295,1083145,2500,D,D3,MORTGAGE,70000,Source Verified,01-09-2011,Fully Paid,IL,16.49%
31704,869297,1083147,35000,D,D4,MORTGAGE,114000,Verified,01-09-2011,Current,GA,16.89%
31705,869300,1083150,9750,C,C2,MORTGAGE,82248,Source Verified,01-09-2011,Charged Off,FL,14.27%
31706,869340,1083246,25000,A,A4,MORTGAGE,80000,Verified,01-09-2011,Fully Paid,CA,7.49%
31707,869344,1083250,8000,D,D4,OWN,28600,Verified,01-09-2011,Fully Paid,FL,16.89%
31708,869359,1083316,15000,A,A4,RENT,37440,Source Verified,01-09-2011,Fully Paid,SC,7.90%
31709,869372,1083197,24000,E,E1,RENT,72528,Verified,01-09-2011,Fully Paid,WA,17.99%
31710,869377,1083203,18000,A,A3,MORTGAGE,86100,Verified,01-09-2011,Fully Paid,CA,6.99%
31711,869408,1083285,6000,B,B1,RENT,20400,Not Verified,01-09-2011,Fully Paid,HI,9.99%
31712,869427,1029200,9600,A,A5,RENT,45000,Source Verified,01-09-2011,Fully Paid,NY,8.49%
31713,869471,1083301,6000,B,B3,RENT,30000,Not Verified,01-09-2011,Charged Off,CA,10.99%
31714,869473,1083300,8600,D,D2,RENT,35000,Not Verified,01-09-2011,Fully Paid,CA,15.99%
31715,869501,1083381,7800,B,B3,RENT,33000,Not Verified,01-09-2011,Fully Paid,PA,10.99%
31716,869505,1080477,3500,B,B3,RENT,62400,Not Verified,01-09-2011,Fully Paid,PA,10.99%
31717,869525,1083436,5225,A,A4,MORTGAGE,135000,Not Verified,01-09-2011,Charged Off,NJ,7.49%
31718,869528,1083440,12000,C,C4,MORTGAGE,62000,Source Verified,01-09-2011,Fully Paid,NC,14.79%
31719,869561,1083524,14300,F,F2,RENT,30000,Source Verified,01-09-2011,Charged Off,OH,20.62%
31720,869566,1083395,6000,B,B2,RENT,50000,Source Verified,01-09-2011,Fully Paid,NY,10.59%
31721,869602,1083488,5000,B,B4,RENT,200000,Source Verified,01-09-2011,Fully Paid,NY,11.49%
31722,869606,1083492,18000,A,A4,RENT,89004,Source Verified,01-09-2011,Fully Paid,AL,7.49%
31723,869641,1083557,21000,D,D1,MORTGAGE,59617,Source Verified,01-09-2011,Fully Paid,PA,15.62%
31724,869672,1083510,10000,C,C1,MORTGAGE,82404,Not Verified,01-09-2011,Fully Paid,NJ,12.99%
31725,869696,1083586,17000,B,B5,MORTGAGE,30000,Verified,01-09-2011,Charged Off,MO,11.99%
31726,869708,1083598,7500,C,C1,RENT,58000,Not Verified,01-09-2011,Fully Paid,IL,12.99%
31727,869713,1083633,4000,A,A4,RENT,95000,Not Verified,01-09-2011,Fully Paid,CA,7.49%
31728,869720,1083640,20000,D,D3,RENT,54000,Verified,01-09-2011,Charged Off,WA,16.49%
31729,869722,1083642,3200,D,D3,RENT,60000,Source Verified,01-09-2011,Charged Off,AZ,16.49%
31730,869729,1083650,11500,B,B3,MORTGAGE,106000,Source Verified,01-09-2011,Fully Paid,CA,10.99%
31731,869736,1083658,2425,A,A5,RENT,36000,Not Verified,01-09-2011,Fully Paid,TX,8.49%
31732,869750,1083722,5000,B,B1,RENT,68000,Source Verified,01-09-2011,Fully Paid,CA,9.99%
31733,869761,1083734,2200,A,A4,MORTGAGE,45000,Not Verified,01-09-2011,Charged Off,CA,7.49%
31734,869762,1083602,4500,A,A4,OWN,41500,Verified,01-09-2011,Fully Paid,CA,7.49%
31735,869776,1083666,4000,C,C2,RENT,37200,Not Verified,01-09-2011,Fully Paid,UT,13.49%
31736,869785,1083679,15000,A,A4,RENT,35000,Not Verified,01-09-2011,Fully Paid,IL,7.49%
31737,869878,1083777,8000,A,A2,MORTGAGE,32000,Not Verified,01-09-2011,Fully Paid,VA,5.99%
31738,869887,1083787,25000,D,D1,OWN,70000,Verified,01-09-2011,Fully Paid,TX,15.62%
31739,869898,1083799,3500,D,D4,MORTGAGE,60000,Not Verified,01-09-2011,Charged Off,GA,16.89%
31740,869901,1083803,8000,A,A2,RENT,110000,Verified,01-09-2011,Fully Paid,NY,5.99%
31741,869932,1083914,19000,D,D5,RENT,55000,Source Verified,01-09-2011,Fully Paid,PA,17.49%
31742,869981,1083884,15000,D,D2,MORTGAGE,80000,Source Verified,01-09-2011,Current,NC,15.99%
31743,870014,1083946,5400,C,C4,RENT,51996,Source Verified,01-09-2011,Charged Off,FL,14.79%
31744,870019,1083952,35000,B,B3,RENT,82000,Verified,01-09-2011,Charged Off,IL,10.99%
31745,870020,1083953,35000,A,A4,MORTGAGE,96000,Source Verified,01-09-2011,Fully Paid,TX,7.49%
31746,870025,1083960,24000,A,A4,MORTGAGE,131004,Source Verified,01-09-2011,Fully Paid,NY,7.49%
31747,870027,1083962,4200,B,B2,MORTGAGE,59500,Not Verified,01-09-2011,Fully Paid,MD,10.59%
31748,870037,1083973,1500,A,A1,MORTGAGE,60000,Source Verified,01-09-2011,Charged Off,KY,5.42%
31749,870061,1084001,25000,A,A4,MORTGAGE,53148,Verified,01-09-2011,Charged Off,FL,7.49%
31750,870064,1084018,6400,A,A2,RENT,112000,Verified,01-10-2011,Fully Paid,MD,6.62%
31751,870068,1084029,6000,D,D2,RENT,20000,Verified,01-09-2011,Fully Paid,CA,15.99%
31752,870090,1084052,8000,C,C5,MORTGAGE,52500,Verified,01-09-2011,Fully Paid,TX,15.23%
31753,870106,1084069,18000,B,B4,MORTGAGE,90000,Source Verified,01-09-2011,Fully Paid,OH,11.49%
31754,870110,1084073,15000,C,C4,OWN,66000,Source Verified,01-09-2011,Fully Paid,KY,14.79%
31755,870112,1084002,30000,D,D3,RENT,90000,Verified,01-09-2011,Fully Paid,NY,16.49%
31756,870119,1084009,35000,B,B5,MORTGAGE,93600,Verified,01-09-2011,Current,TX,11.99%
31757,870128,1084119,8000,B,B5,MORTGAGE,85000,Source Verified,01-09-2011,Fully Paid,NJ,11.99%
31758,870129,1084120,2400,A,A4,MORTGAGE,62400,Not Verified,01-09-2011,Fully Paid,FL,7.49%
31759,870130,1084121,6000,B,B2,MORTGAGE,32760,Not Verified,01-09-2011,Fully Paid,OK,10.59%
